Grandezza,Valore,Giorno,Mese,Anno
TEMPARIA2M_MAXG,"30,1",30,6,2017
TEMPARIA2M_MAXG,"31,5",1,7,2017
TEMPARIA2M_MAXG,"31,9",2,7,2017
TEMPARIA2M_MAXG,36,3,7,2017
TEMPARIA2M_MAXG,"33,7",4,7,2017
TEMPARIA2M_MAXG,"38,4",5,7,2017
TEMPARIA2M_MAXG,"39,3",6,7,2017
TEMPARIA2M_MAXG,"39,2",7,7,2017
TEMPARIA2M_MAXG,"38,5",8,7,2017
TEMPARIA2M_MAXG,"36,6",9,7,2017
TEMPARIA2M_MAXG,"32,9",10,7,2017
TEMPARIA2M_MAXG,35,11,7,2017
TEMPARIA2M_MAXG,"35,8",12,7,2017
TEMPARIA2M_MAXG,"36,8",13,7,2017
TEMPARIA2M_MAXG,"35,5",14,7,2017
TEMPARIA2M_MAXG,"38,9",15,7,2017
TEMPARIA2M_MAXG,"33,3",16,7,2017
TEMPARIA2M_MAXG,"35,3",17,7,2017
TEMPARIA2M_MAXG,"35,2",18,7,2017
TEMPARIA2M_MAXG,"33,6",19,7,2017
TEMPARIA2M_MAXG,"34,7",20,7,2017
TEMPARIA2M_MAXG,"34,5",21,7,2017
TEMPARIA2M_MAXG,"34,4",22,7,2017
TEMPARIA2M_MAXG,"39,1",23,7,2017
TEMPARIA2M_MAXG,32,24,7,2017
TEMPARIA2M_MAXG,"31,4",25,7,2017
TEMPARIA2M_MAXG,"28,5",26,7,2017
TEMPARIA2M_MAXG,"34,4",27,7,2017
TEMPARIA2M_MAXG,"30,6",28,7,2017
TEMPARIA2M_MAXG,"33,9",29,7,2017
TEMPARIA2M_MAXG,35,30,7,2017
TEMPARIA2M_MAXG,"40,5",31,7,2017
TEMPARIA2M_MAXG,"42,4",1,8,2017
TEMPARIA2M_MAXG,"44,4",2,8,2017
TEMPARIA2M_MAXG,"43,7",3,8,2017
TEMPARIA2M_MAXG,"41,5",4,8,2017
TEMPARIA2M_MAXG,"38,5",5,8,2017
TEMPARIA2M_MAXG,40,6,8,2017
TEMPARIA2M_MAXG,"40,3",7,8,2017
TEMPARIA2M_MAXG,"37,7",8,8,2017
TEMPARIA2M_MAXG,"37,7",9,8,2017
TEMPARIA2M_MAXG,"36,8",10,8,2017
TEMPARIA2M_MAXG,"31,3",11,8,2017
TEMPARIA2M_MAXG,"29,7",12,8,2017
TEMPARIA2M_MAXG,"34,3",13,8,2017
TEMPARIA2M_MAXG,"33,9",14,8,2017
TEMPARIA2M_MAXG,"36,2",15,8,2017
TEMPARIA2M_MAXG,"39,2",16,8,2017
TEMPARIA2M_MAXG,"38,8",17,8,2017
TEMPARIA2M_MAXG,"37,1",18,8,2017
TEMPARIA2M_MAXG,"34,6",19,8,2017
TEMPARIA2M_MAXG,"34,9",20,8,2017
TEMPARIA2M_MAXG,"35,1",21,8,2017
TEMPARIA2M_MAXG,"35,1",22,8,2017
TEMPARIA2M_MAXG,"33,8",23,8,2017
TEMPARIA2M_MAXG,"35,5",24,8,2017
TEMPARIA2M_MAXG,"36,1",25,8,2017
TEMPARIA2M_MAXG,"38,5",26,8,2017
TEMPARIA2M_MAXG,"40,3",27,8,2017
TEMPARIA2M_MAXG,"40,5",28,8,2017
TEMPARIA2M_MAXG,40,29,8,2017
TEMPARIA2M_MAXG,"34,8",30,8,2017
TEMPARIA2M_MAXG,"34,2",31,8,2017
TEMPARIA2M_MAXG,"28,5",1,9,2017
TEMPARIA2M_MAXG,"27,9",2,9,2017
TEMPARIA2M_MAXG,"28,1",3,9,2017
TEMPARIA2M_MAXG,"28,3",4,9,2017
TEMPARIA2M_MAXG,"31,6",5,9,2017
TEMPARIA2M_MAXG,"28,9",6,9,2017
TEMPARIA2M_MAXG,28,7,9,2017
TEMPARIA2M_MAXG,"27,7",8,9,2017
TEMPARIA2M_MAXG,"26,7",9,9,2017
TEMPARIA2M_MAXG,"19,6",10,9,2017
TEMPARIA2M_MAXG,23,11,9,2017
TEMPARIA2M_MAXG,26,12,9,2017
TEMPARIA2M_MAXG,"28,3",13,9,2017
TEMPARIA2M_MAXG,"24,7",14,9,2017
TEMPARIA2M_MAXG,"26,3",15,9,2017
TEMPARIA2M_MAXG,"26,9",16,9,2017
TEMPARIA2M_MAXG,"26,2",17,9,2017
TEMPARIA2M_MAXG,"25,6",18,9,2017
TEMPARIA2M_MAXG,"21,1",19,9,2017
TEMPARIA2M_MAXG,"22,6",20,9,2017
TEMPARIA2M_MAXG,"24,8",21,9,2017
TEMPARIA2M_MAXG,"25,7",22,9,2017
TEMPARIA2M_MAXG,25,23,9,2017
TEMPARIA2M_MAXG,"25,4",24,9,2017
TEMPARIA2M_MAXG,"25,7",25,9,2017
TEMPARIA2M_MAXG,"26,2",26,9,2017
TEMPARIA2M_MAXG,27,27,9,2017
TEMPARIA2M_MAXG,"27,8",28,9,2017
TEMPARIA2M_MAXG,"26,4",29,9,2017
TEMPARIA2M_MAXG,"26,2",30,9,2017
TEMPARIA2M_MAXG,"22,4",1,10,2017
TEMPARIA2M_MAXG,"25,7",2,10,2017
TEMPARIA2M_MAXG,"24,4",3,10,2017
TEMPARIA2M_MAXG,"28,9",4,10,2017
TEMPARIA2M_MAXG,"26,6",5,10,2017
TEMPARIA2M_MAXG,"24,2",6,10,2017
TEMPARIA2M_MAXG,"21,1",7,10,2017
TEMPARIA2M_MAXG,"21,8",8,10,2017
TEMPARIA2M_MAXG,"23,4",9,10,2017
TEMPARIA2M_MAXG,"25,3",10,10,2017
TEMPARIA2M_MAXG,"25,8",11,10,2017
TEMPARIA2M_MAXG,"25,8",12,10,2017
TEMPARIA2M_MAXG,"25,9",13,10,2017
TEMPARIA2M_MAXG,"28,2",14,10,2017
TEMPARIA2M_MAXG,"28,8",15,10,2017
TEMPARIA2M_MAXG,"27,5",16,10,2017
TEMPARIA2M_MAXG,"25,1",17,10,2017
TEMPARIA2M_MAXG,"24,4",18,10,2017
TEMPARIA2M_MAXG,"24,3",19,10,2017
TEMPARIA2M_MAXG,"24,7",20,10,2017
TEMPARIA2M_MAXG,"25,2",21,10,2017
TEMPARIA2M_MAXG,"18,5",22,10,2017
TEMPARIA2M_MAXG,"19,6",23,10,2017
TEMPARIA2M_MAXG,"20,7",24,10,2017
TEMPARIA2M_MAXG,"23,7",25,10,2017
TEMPARIA2M_MAXG,"22,8",26,10,2017
TEMPARIA2M_MAXG,"19,8",27,10,2017
TEMPARIA2M_MAXG,"21,9",28,10,2017
TEMPARIA2M_MAXG,"15,7",29,10,2017
TEMPARIA2M_MAXG,"18,6",30,10,2017
TEMPARIA2M_MAXG,"21,2",31,10,2017
TEMPARIA2M_MAXG,"21,4",1,11,2017
TEMPARIA2M_MAXG,"20,1",2,11,2017
TEMPARIA2M_MAXG,"21,4",3,11,2017
TEMPARIA2M_MAXG,"20,3",4,11,2017
TEMPARIA2M_MAXG,"15,2",5,11,2017
TEMPARIA2M_MAXG,"15,2",6,11,2017
TEMPARIA2M_MAXG,"13,9",7,11,2017
TEMPARIA2M_MAXG,"16,4",8,11,2017
TEMPARIA2M_MAXG,"14,9",9,11,2017
TEMPARIA2M_MAXG,"15,5",10,11,2017
TEMPARIA2M_MAXG,"19,1",11,11,2017
TEMPARIA2M_MAXG,"14,9",12,11,2017
TEMPARIA2M_MAXG,"13,2",13,11,2017
TEMPARIA2M_MAXG,"11,4",14,11,2017
TEMPARIA2M_MAXG,"14,8",15,11,2017
TEMPARIA2M_MAXG,"17,4",16,11,2017
TEMPARIA2M_MAXG,"20,2",17,11,2017
TEMPARIA2M_MAXG,"16,7",18,11,2017
TEMPARIA2M_MAXG,"15,2",19,11,2017
TEMPARIA2M_MAXG,"16,8",20,11,2017
TEMPARIA2M_MAXG,17,21,11,2017
TEMPARIA2M_MAXG,"14,7",22,11,2017
TEMPARIA2M_MAXG,"17,2",23,11,2017
TEMPARIA2M_MAXG,"18,5",24,11,2017
TEMPARIA2M_MAXG,"15,2",25,11,2017
TEMPARIA2M_MAXG,16,26,11,2017
TEMPARIA2M_MAXG,"11,2",27,11,2017
TEMPARIA2M_MAXG,"12,2",28,11,2017
TEMPARIA2M_MAXG,"10,2",29,11,2017
TEMPARIA2M_MAXG,"12,7",30,11,2017
TEMPARIA2M_MAXG,"12,4",1,12,2017
TEMPARIA2M_MAXG,"12,3",2,12,2017
TEMPARIA2M_MAXG,"9,7",3,12,2017
TEMPARIA2M_MAXG,"13,4",4,12,2017
TEMPARIA2M_MAXG,"14,4",5,12,2017
TEMPARIA2M_MAXG,"14,7",6,12,2017
TEMPARIA2M_MAXG,"14,8",7,12,2017
TEMPARIA2M_MAXG,"11,9",8,12,2017
TEMPARIA2M_MAXG,"10,6",9,12,2017
TEMPARIA2M_MAXG,"11,2",10,12,2017
TEMPARIA2M_MAXG,"12,5",11,12,2017
TEMPARIA2M_MAXG,14,12,12,2017
TEMPARIA2M_MAXG,"14,5",13,12,2017
TEMPARIA2M_MAXG,"11,1",14,12,2017
TEMPARIA2M_MAXG,"12,1",15,12,2017
TEMPARIA2M_MAXG,"9,8",16,12,2017
TEMPARIA2M_MAXG,10,17,12,2017
TEMPARIA2M_MAXG,"10,9",18,12,2017
TEMPARIA2M_MAXG,"8,8",19,12,2017
TEMPARIA2M_MAXG,"8,1",20,12,2017
TEMPARIA2M_MAXG,10,21,12,2017
TEMPARIA2M_MAXG,"15,7",22,12,2017
TEMPARIA2M_MAXG,"17,9",23,12,2017
TEMPARIA2M_MAXG,"17,4",24,12,2017
TEMPARIA2M_MAXG,"15,3",25,12,2017
TEMPARIA2M_MAXG,11,26,12,2017
TEMPARIA2M_MAXG,"10,6",27,12,2017
TEMPARIA2M_MAXG,"7,4",28,12,2017
TEMPARIA2M_MAXG,"10,3",29,12,2017
TEMPARIA2M_MAXG,"10,7",30,12,2017
TEMPARIA2M_MAXG,"15,2",31,12,2017
TEMPARIA2M_MEDG,"2,11",1,1,2017
TEMPARIA2M_MEDG,"5,49",2,1,2017
TEMPARIA2M_MEDG,"7,12",3,1,2017
TEMPARIA2M_MEDG,3,4,1,2017
TEMPARIA2M_MEDG,"3,66",5,1,2017
TEMPARIA2M_MEDG,"-1,87",6,1,2017
TEMPARIA2M_MEDG,"-2,96",7,1,2017
TEMPARIA2M_MEDG,"-1,85",8,1,2017
TEMPARIA2M_MEDG,"1,72",9,1,2017
TEMPARIA2M_MEDG,"1,07",10,1,2017
TEMPARIA2M_MEDG,"-1,13",11,1,2017
TEMPARIA2M_MEDG,"4,41",12,1,2017
TEMPARIA2M_MEDG,"6,7",13,1,2017
TEMPARIA2M_MEDG,"0,03",14,1,2017
TEMPARIA2M_MEDG,"3,01",15,1,2017
TEMPARIA2M_MEDG,"2,57",16,1,2017
TEMPARIA2M_MEDG,"3,82",17,1,2017
TEMPARIA2M_MEDG,"4,56",18,1,2017
TEMPARIA2M_MEDG,"5,23",19,1,2017
TEMPARIA2M_MEDG,"4,37",20,1,2017
TEMPARIA2M_MEDG,"5,93",21,1,2017
TEMPARIA2M_MEDG,"8,31",22,1,2017
TEMPARIA2M_MEDG,"8,17",23,1,2017
TEMPARIA2M_MEDG,"7,88",24,1,2017
TEMPARIA2M_MEDG,"7,63",25,1,2017
TEMPARIA2M_MEDG,"4,64",26,1,2017
TEMPARIA2M_MEDG,"5,05",27,1,2017
TEMPARIA2M_MEDG,"6,8",28,1,2017
TEMPARIA2M_MEDG,"5,08",29,1,2017
TEMPARIA2M_MEDG,"6,43",30,1,2017
TEMPARIA2M_MEDG,"7,57",31,1,2017
TEMPARIA2M_MEDG,"10,2",1,2,2017
TEMPARIA2M_MEDG,"10,54",2,2,2017
TEMPARIA2M_MEDG,"11,25",3,2,2017
TEMPARIA2M_MEDG,"10,83",4,2,2017
TEMPARIA2M_MEDG,"10,69",5,2,2017
TEMPARIA2M_MEDG,"7,34",6,2,2017
TEMPARIA2M_MEDG,"7,85",7,2,2017
TEMPARIA2M_MEDG,"7,11",8,2,2017
TEMPARIA2M_MEDG,"7,99",9,2,2017
TEMPARIA2M_MEDG,"8,89",10,2,2017
TEMPARIA2M_MEDG,"8,05",11,2,2017
TEMPARIA2M_MEDG,"8,5",12,2,2017
TEMPARIA2M_MEDG,"8,04",13,2,2017
TEMPARIA2M_MEDG,"7,02",14,2,2017
TEMPARIA2M_MEDG,"6,38",15,2,2017
TEMPARIA2M_MEDG,"7,11",16,2,2017
TEMPARIA2M_MEDG,"7,88",17,2,2017
TEMPARIA2M_MEDG,"8,91",18,2,2017
TEMPARIA2M_MEDG,"6,15",19,2,2017
TEMPARIA2M_MEDG,"4,77",20,2,2017
TEMPARIA2M_MEDG,"6,15",21,2,2017
TEMPARIA2M_MEDG,"8,48",22,2,2017
TEMPARIA2M_MEDG,"10,52",23,2,2017
TEMPARIA2M_MEDG,"10,85",24,2,2017
TEMPARIA2M_MEDG,"10,51",25,2,2017
TEMPARIA2M_MEDG,"8,56",26,2,2017
TEMPARIA2M_MEDG,"7,75",27,2,2017
TEMPARIA2M_MEDG,"9,71",28,2,2017
TEMPARIA2M_MEDG,"9,9",1,3,2017
TEMPARIA2M_MEDG,"7,08",2,3,2017
TEMPARIA2M_MEDG,"9,42",3,3,2017
TEMPARIA2M_MEDG,"9,66",4,3,2017
TEMPARIA2M_MEDG,"7,93",5,3,2017
TEMPARIA2M_MEDG,"9,19",6,3,2017
TEMPARIA2M_MEDG,"8,4",7,3,2017
TEMPARIA2M_MEDG,"9,93",8,3,2017
TEMPARIA2M_MEDG,"11,59",9,3,2017
TEMPARIA2M_MEDG,"12,31",10,3,2017
TEMPARIA2M_MEDG,"9,19",11,3,2017
TEMPARIA2M_MEDG,"7,16",12,3,2017
TEMPARIA2M_MEDG,"8,21",13,3,2017
TEMPARIA2M_MEDG,"8,56",14,3,2017
TEMPARIA2M_MEDG,"10,63",15,3,2017
TEMPARIA2M_MEDG,"10,74",16,3,2017
TEMPARIA2M_MEDG,"11,25",17,3,2017
TEMPARIA2M_MEDG,"10,3",18,3,2017
TEMPARIA2M_MEDG,"12,24",19,3,2017
TEMPARIA2M_MEDG,"11,92",20,3,2017
TEMPARIA2M_MEDG,"12,11",21,3,2017
TEMPARIA2M_MEDG,"10,65",22,3,2017
TEMPARIA2M_MEDG,"11,46",23,3,2017
TEMPARIA2M_MEDG,"12,12",24,3,2017
TEMPARIA2M_MEDG,"13,22",25,3,2017
TEMPARIA2M_MEDG,"11,1",26,3,2017
TEMPARIA2M_MEDG,"8,83",27,3,2017
TEMPARIA2M_MEDG,"9,5",28,3,2017
TEMPARIA2M_MEDG,"11,63",29,3,2017
TEMPARIA2M_MEDG,"14,43",30,3,2017
TEMPARIA2M_MEDG,"13,07",31,3,2017
TEMPARIA2M_MEDG,"12,61",1,4,2017
TEMPARIA2M_MEDG,"10,5",2,4,2017
TEMPARIA2M_MEDG,"12,53",3,4,2017
TEMPARIA2M_MEDG,"13,32",4,4,2017
TEMPARIA2M_MEDG,12,5,4,2017
TEMPARIA2M_MEDG,"11,13",6,4,2017
TEMPARIA2M_MEDG,"10,66",7,4,2017
TEMPARIA2M_MEDG,"13,54",8,4,2017
TEMPARIA2M_MEDG,"14,35",9,4,2017
TEMPARIA2M_MEDG,"14,22",10,4,2017
TEMPARIA2M_MEDG,"13,47",11,4,2017
TEMPARIA2M_MEDG,"14,08",12,4,2017
TEMPARIA2M_MEDG,"12,72",13,4,2017
TEMPARIA2M_MEDG,"13,85",14,4,2017
TEMPARIA2M_MEDG,"13,98",15,4,2017
TEMPARIA2M_MEDG,"14,79",16,4,2017
TEMPARIA2M_MEDG,"13,73",17,4,2017
TEMPARIA2M_MEDG,"10,58",18,4,2017
TEMPARIA2M_MEDG,"7,47",19,4,2017
TEMPARIA2M_MEDG,"6,24",20,4,2017
TEMPARIA2M_MEDG,"7,5",21,4,2017
TEMPARIA2M_MEDG,"9,79",22,4,2017
TEMPARIA2M_MEDG,"9,83",23,4,2017
TEMPARIA2M_MEDG,"11,2",24,4,2017
TEMPARIA2M_MEDG,"12,47",25,4,2017
TEMPARIA2M_MEDG,"14,12",26,4,2017
TEMPARIA2M_MEDG,"13,72",27,4,2017
TEMPARIA2M_MEDG,"10,26",28,4,2017
TEMPARIA2M_MEDG,"11,47",29,4,2017
TEMPARIA2M_MEDG,"11,75",30,4,2017
TEMPARIA2M_MEDG,"10,72",1,5,2017
TEMPARIA2M_MEDG,"12,68",2,5,2017
TEMPARIA2M_MEDG,"13,88",3,5,2017
TEMPARIA2M_MEDG,"14,63",4,5,2017
TEMPARIA2M_MEDG,"15,17",5,5,2017
TEMPARIA2M_MEDG,"15,42",6,5,2017
TEMPARIA2M_MEDG,"14,56",7,5,2017
TEMPARIA2M_MEDG,"12,63",8,5,2017
TEMPARIA2M_MEDG,"13,4",9,5,2017
TEMPARIA2M_MEDG,"14,38",10,5,2017
TEMPARIA2M_MEDG,"16,58",11,5,2017
TEMPARIA2M_MEDG,"17,91",12,5,2017
TEMPARIA2M_MEDG,"16,88",13,5,2017
TEMPARIA2M_MEDG,"16,68",14,5,2017
TEMPARIA2M_MEDG,"17,42",15,5,2017
TEMPARIA2M_MEDG,"19,8",16,5,2017
TEMPARIA2M_MEDG,"19,65",17,5,2017
TEMPARIA2M_MEDG,"18,35",18,5,2017
TEMPARIA2M_MEDG,"17,77",19,5,2017
TEMPARIA2M_MEDG,"15,24",20,5,2017
TEMPARIA2M_MEDG,"16,6",21,5,2017
TEMPARIA2M_MEDG,"17,22",22,5,2017
TEMPARIA2M_MEDG,"17,77",23,5,2017
TEMPARIA2M_MEDG,"18,6",24,5,2017
TEMPARIA2M_MEDG,"18,35",25,5,2017
TEMPARIA2M_MEDG,"18,9",26,5,2017
TEMPARIA2M_MEDG,"19,75",27,5,2017
TEMPARIA2M_MEDG,"19,85",28,5,2017
TEMPARIA2M_MEDG,"18,34",29,5,2017
TEMPARIA2M_MEDG,"18,23",30,5,2017
TEMPARIA2M_MEDG,"18,27",31,5,2017
TEMPARIA2M_MEDG,"18,62",1,6,2017
TEMPARIA2M_MEDG,"18,12",2,6,2017
TEMPARIA2M_MEDG,"20,3",3,6,2017
TEMPARIA2M_MEDG,"19,86",4,6,2017
TEMPARIA2M_MEDG,"20,42",5,6,2017
TEMPARIA2M_MEDG,"20,53",6,6,2017
TEMPARIA2M_MEDG,"20,9",7,6,2017
TEMPARIA2M_MEDG,"19,97",8,6,2017
TEMPARIA2M_MEDG,"20,18",9,6,2017
TEMPARIA2M_MEDG,"21,31",10,6,2017
TEMPARIA2M_MEDG,"23,07",11,6,2017
TEMPARIA2M_MEDG,"21,04",12,6,2017
TEMPARIA2M_MEDG,"21,92",13,6,2017
TEMPARIA2M_MEDG,"22,01",14,6,2017
TEMPARIA2M_MEDG,"22,72",15,6,2017
TEMPARIA2M_MEDG,"24,05",16,6,2017
TEMPARIA2M_MEDG,"24,45",17,6,2017
TEMPARIA2M_MEDG,"23,73",18,6,2017
TEMPARIA2M_MEDG,"22,5",19,6,2017
TEMPARIA2M_MEDG,"22,18",20,6,2017
TEMPARIA2M_MEDG,"22,68",21,6,2017
TEMPARIA2M_MEDG,"24,32",22,6,2017
TEMPARIA2M_MEDG,"23,73",23,6,2017
TEMPARIA2M_MEDG,"24,58",24,6,2017
TEMPARIA2M_MEDG,"22,6",25,6,2017
TEMPARIA2M_MEDG,"24,68",26,6,2017
TEMPARIA2M_MEDG,"25,13",27,6,2017
TEMPARIA2M_MEDG,"23,4",28,6,2017
TEMPARIA2M_MEDG,"22,95",29,6,2017
TEMPARIA2M_MEDG,"21,2",30,6,2017
TEMPARIA2M_MEDG,"19,88",1,7,2017
TEMPARIA2M_MEDG,"20,22",2,7,2017
TEMPARIA2M_MEDG,"23,83",3,7,2017
TEMPARIA2M_MEDG,"23,91",4,7,2017
TEMPARIA2M_MEDG,"25,12",5,7,2017
TEMPARIA2M_MEDG,"25,67",6,7,2017
TEMPARIA2M_MEDG,"26,24",7,7,2017
TEMPARIA2M_MEDG,"25,32",8,7,2017
TEMPARIA2M_MEDG,"25,07",9,7,2017
TEMPARIA2M_MEDG,"25,26",10,7,2017
TEMPARIA2M_MEDG,"24,74",11,7,2017
TEMPARIA2M_MEDG,"25,56",12,7,2017
TEMPARIA2M_MEDG,"26,05",13,7,2017
TEMPARIA2M_MEDG,"25,3",14,7,2017
TEMPARIA2M_MEDG,"26,76",15,7,2017
TEMPARIA2M_MEDG,"23,45",16,7,2017
TEMPARIA2M_MEDG,"23,25",17,7,2017
TEMPARIA2M_MEDG,"22,48",18,7,2017
TEMPARIA2M_MEDG,"21,81",19,7,2017
TEMPARIA2M_MEDG,"22,19",20,7,2017
TEMPARIA2M_MEDG,"23,79",21,7,2017
TEMPARIA2M_MEDG,"25,91",22,7,2017
TEMPARIA2M_MEDG,"26,47",23,7,2017
TEMPARIA2M_MEDG,"23,58",24,7,2017
TEMPARIA2M_MEDG,"21,41",25,7,2017
TEMPARIA2M_MEDG,"19,13",26,7,2017
TEMPARIA2M_MEDG,"22,25",27,7,2017
TEMPARIA2M_MEDG,"21,9",28,7,2017
TEMPARIA2M_MEDG,"23,23",29,7,2017
TEMPARIA2M_MEDG,"23,8",30,7,2017
TEMPARIA2M_MEDG,"26,8",31,7,2017
TEMPARIA2M_MEDG,"28,45",1,8,2017
TEMPARIA2M_MEDG,"29,23",2,8,2017
TEMPARIA2M_MEDG,"30,99",3,8,2017
TEMPARIA2M_MEDG,"28,91",4,8,2017
TEMPARIA2M_MEDG,"27,08",5,8,2017
TEMPARIA2M_MEDG,"27,71",6,8,2017
TEMPARIA2M_MEDG,"28,13",7,8,2017
TEMPARIA2M_MEDG,"26,74",8,8,2017
TEMPARIA2M_MEDG,"27,82",9,8,2017
TEMPARIA2M_MEDG,"26,38",10,8,2017
TEMPARIA2M_MEDG,"21,68",11,8,2017
TEMPARIA2M_MEDG,"20,1",12,8,2017
TEMPARIA2M_MEDG,"22,44",13,8,2017
TEMPARIA2M_MEDG,"22,75",14,8,2017
TEMPARIA2M_MEDG,"25,31",15,8,2017
TEMPARIA2M_MEDG,"26,58",16,8,2017
TEMPARIA2M_MEDG,"26,2",17,8,2017
TEMPARIA2M_MEDG,"25,82",18,8,2017
TEMPARIA2M_MEDG,"24,16",19,8,2017
TEMPARIA2M_MEDG,"24,51",20,8,2017
TEMPARIA2M_MEDG,"23,66",21,8,2017
TEMPARIA2M_MEDG,"22,69",22,8,2017
TEMPARIA2M_MEDG,"22,53",23,8,2017
TEMPARIA2M_MEDG,"23,04",24,8,2017
TEMPARIA2M_MEDG,"22,82",25,8,2017
TEMPARIA2M_MEDG,"25,4",26,8,2017
TEMPARIA2M_MEDG,"26,88",27,8,2017
TEMPARIA2M_MEDG,"28,2",28,8,2017
TEMPARIA2M_MEDG,"26,97",29,8,2017
TEMPARIA2M_MEDG,"24,52",30,8,2017
TEMPARIA2M_MEDG,"23,65",31,8,2017
TEMPARIA2M_MEDG,"22,43",1,9,2017
TEMPARIA2M_MEDG,"20,22",2,9,2017
TEMPARIA2M_MEDG,"16,67",3,9,2017
TEMPARIA2M_MEDG,"17,76",4,9,2017
TEMPARIA2M_MEDG,"20,26",5,9,2017
TEMPARIA2M_MEDG,"19,98",6,9,2017
TEMPARIA2M_MEDG,"19,78",7,9,2017
TEMPARIA2M_MEDG,"17,96",8,9,2017
TEMPARIA2M_MEDG,"18,98",9,9,2017
TEMPARIA2M_MEDG,"17,26",10,9,2017
TEMPARIA2M_MEDG,"17,27",11,9,2017
TEMPARIA2M_MEDG,"18,1",12,9,2017
TEMPARIA2M_MEDG,"17,68",13,9,2017
TEMPARIA2M_MEDG,"17,99",14,9,2017
TEMPARIA2M_MEDG,"20,23",15,9,2017
TEMPARIA2M_MEDG,"19,98",16,9,2017
TEMPARIA2M_MEDG,"16,73",17,9,2017
TEMPARIA2M_MEDG,"15,83",18,9,2017
TEMPARIA2M_MEDG,"14,72",19,9,2017
TEMPARIA2M_MEDG,"12,56",20,9,2017
TEMPARIA2M_MEDG,"13,74",21,9,2017
TEMPARIA2M_MEDG,"15,36",22,9,2017
TEMPARIA2M_MEDG,"15,06",23,9,2017
TEMPARIA2M_MEDG,"15,58",24,9,2017
TEMPARIA2M_MEDG,"15,3",25,9,2017
TEMPARIA2M_MEDG,"16,17",26,9,2017
TEMPARIA2M_MEDG,"16,41",27,9,2017
TEMPARIA2M_MEDG,"16,6",28,9,2017
TEMPARIA2M_MEDG,"15,9",29,9,2017
TEMPARIA2M_MEDG,"15,75",30,9,2017
TEMPARIA2M_MEDG,"15,17",1,10,2017
TEMPARIA2M_MEDG,"16,46",2,10,2017
TEMPARIA2M_MEDG,"15,64",3,10,2017
TEMPARIA2M_MEDG,"16,78",4,10,2017
TEMPARIA2M_MEDG,"16,51",5,10,2017
TEMPARIA2M_MEDG,"16,9",6,10,2017
TEMPARIA2M_MEDG,"12,8",7,10,2017
TEMPARIA2M_MEDG,"13,27",8,10,2017
TEMPARIA2M_MEDG,"15,74",9,10,2017
TEMPARIA2M_MEDG,"14,82",10,10,2017
TEMPARIA2M_MEDG,"14,79",11,10,2017
TEMPARIA2M_MEDG,"14,72",12,10,2017
TEMPARIA2M_MEDG,"15,07",13,10,2017
TEMPARIA2M_MEDG,"15,41",14,10,2017
TEMPARIA2M_MEDG,"15,35",15,10,2017
TEMPARIA2M_MEDG,"15,15",16,10,2017
TEMPARIA2M_MEDG,"13,7",17,10,2017
TEMPARIA2M_MEDG,"12,75",18,10,2017
TEMPARIA2M_MEDG,"12,44",19,10,2017
TEMPARIA2M_MEDG,"14,25",20,10,2017
TEMPARIA2M_MEDG,"14,92",21,10,2017
TEMPARIA2M_MEDG,"15,36",22,10,2017
TEMPARIA2M_MEDG,"10,7",23,10,2017
TEMPARIA2M_MEDG,"13,61",24,10,2017
TEMPARIA2M_MEDG,"13,86",25,10,2017
TEMPARIA2M_MEDG,12,26,10,2017
TEMPARIA2M_MEDG,"11,72",27,10,2017
TEMPARIA2M_MEDG,"12,12",28,10,2017
TEMPARIA2M_MEDG,"10,78",29,10,2017
TEMPARIA2M_MEDG,"11,51",30,10,2017
TEMPARIA2M_MEDG,"12,03",31,10,2017
TEMPARIA2M_MEDG,"9,72",1,11,2017
TEMPARIA2M_MEDG,"10,54",2,11,2017
TEMPARIA2M_MEDG,"13,46",3,11,2017
TEMPARIA2M_MEDG,"12,44",4,11,2017
TEMPARIA2M_MEDG,"12,56",5,11,2017
TEMPARIA2M_MEDG,"9,7",6,11,2017
TEMPARIA2M_MEDG,"8,08",7,11,2017
TEMPARIA2M_MEDG,"8,46",8,11,2017
TEMPARIA2M_MEDG,"10,47",9,11,2017
TEMPARIA2M_MEDG,"9,8",10,11,2017
TEMPARIA2M_MEDG,"9,92",11,11,2017
TEMPARIA2M_MEDG,"9,81",12,11,2017
TEMPARIA2M_MEDG,"8,21",13,11,2017
TEMPARIA2M_MEDG,"7,32",14,11,2017
TEMPARIA2M_MEDG,"9,18",15,11,2017
TEMPARIA2M_MEDG,"9,79",16,11,2017
TEMPARIA2M_MEDG,"9,07",17,11,2017
TEMPARIA2M_MEDG,"6,78",18,11,2017
TEMPARIA2M_MEDG,"5,16",19,11,2017
TEMPARIA2M_MEDG,"5,45",20,11,2017
TEMPARIA2M_MEDG,"9,1",21,11,2017
TEMPARIA2M_MEDG,"9,48",22,11,2017
TEMPARIA2M_MEDG,"9,71",23,11,2017
TEMPARIA2M_MEDG,"11,66",24,11,2017
TEMPARIA2M_MEDG,"12,92",25,11,2017
TEMPARIA2M_MEDG,"8,72",26,11,2017
TEMPARIA2M_MEDG,"4,15",27,11,2017
TEMPARIA2M_MEDG,"3,84",28,11,2017
TEMPARIA2M_MEDG,"8,15",29,11,2017
TEMPARIA2M_MEDG,"5,16",30,11,2017
